# name,orbital_period,semi_major_axis,eccentricity,discovered,detection_type,star_name,star_distance,star_metallicity,star_mass,star_sp_type
Kepler-195 c,34.096863,0.197,,2014,Primary Transit,Kepler-195,,-0.052,,
Kepler-196 b,20.739886,0.138,,2014,Primary Transit,Kepler-196,,0.071,,
Kepler-196 c,47.427737,0.24,,2014,Primary Transit,Kepler-196,,0.071,,
Kepler-197 b,5.599293,0.06,0.02,2014,Primary Transit,Kepler-197,,-0.533,,
Kepler-197 c,10.349711,0.09,0.08,2014,Primary Transit,Kepler-197,,-0.533,,
Kepler-197 d,15.67787,0.119,0.03,2014,Primary Transit,Kepler-197,,-0.533,,
Kepler-197 e,25.2097,0.164,0.38,2014,Primary Transit,Kepler-197,,-0.533,,
Kepler-198 b,17.790037,0.131,,2014,Primary Transit,Kepler-198,,-0.14,0.93,
Kepler-198 c,49.567416,0.259,,2014,Primary Transit,Kepler-198,,-0.14,0.93,
Kepler-198 d,1.31184443,,,2016,Primary Transit,Kepler-198,,-0.14,0.93,
Kepler-199 b,23.637604,0.158,,2014,Primary Transit,Kepler-199,,-0.157,,
Kepler-199 c,67.093408,0.316,,2014,Primary Transit,Kepler-199,,-0.157,,
Kepler-20 b,3.69611525,0.0463,0.03,2011,Primary Transit,Kepler-20,290,0.02,0.912,G8
Kepler-20 c,10.85409089,0.0949,0.16,2011,Primary Transit,Kepler-20,290,0.02,0.912,G8
Kepler-20 d,77.61130017,0.3506,0.6,2011,Primary Transit,Kepler-20,290,0.02,0.912,G8
Kepler-20 e,6.09852281,0.0639,,2011,Primary Transit,Kepler-20,290,0.02,0.912,G8
Kepler-20 f,19.57758478,0.1396,,2011,Primary Transit,Kepler-20,290,0.02,0.912,G8
Kepler-200 b,8.594805,0.08,,2014,Primary Transit,Kepler-200,,-0.118,,
Kepler-200 c,10.222157,0.09,,2014,Primary Transit,Kepler-200,,-0.118,,
Kepler-201 b,25.672083,0.175,,2014,Primary Transit,Kepler-201,,-0.279,1.17,
Kepler-201 c,151.884058,0.573,,2014,Primary Transit,Kepler-201,,-0.279,1.17,
Kepler-202 b,4.069427,0.045,,2014,Primary Transit,Kepler-202,,0.012,,
Kepler-202 c,16.282493,0.113,,2014,Primary Transit,Kepler-202,,0.012,,
Kepler-203 b,3.162697,0.043,,2014,Primary Transit,Kepler-203,,-0.107,0.98,
Kepler-203 c,5.370647,0.061,,2014,Primary Transit,Kepler-203,,-0.107,0.98,
Kepler-203 d,11.32972,0.1,,2014,Primary Transit,Kepler-203,,-0.107,0.98,
Kepler-204 b,14.400974,0.117,,2014,Primary Transit,Kepler-204,,-0.213,0.96,
Kepler-204 c,25.660593,0.173,,2014,Primary Transit,Kepler-204,,-0.213,0.96,
Kepler-205 b,2.75564,0.032,,2014,Primary Transit,Kepler-205,,-0.149,,
Kepler-205 c,20.306546,0.122,,2014,Primary Transit,Kepler-205,,-0.149,,
Kepler-206 b,7.781987,0.078,,2014,Primary Transit,Kepler-206,,-0.149,0.94,
Kepler-206 c,13.137471,0.111,,2014,Primary Transit,Kepler-206,,-0.149,0.94,
Kepler-206 d,23.44281,0.163,,2014,Primary Transit,Kepler-206,,-0.149,0.94,
Kepler-207 b,1.611865,0.029,,2014,Primary Transit,Kepler-207,,-0.023,,
Kepler-207 c,3.071571,0.044,,2014,Primary Transit,Kepler-207,,-0.023,,
Kepler-207 d,5.868075,0.068,,2014,Primary Transit,Kepler-207,,-0.023,,
Kepler-208 b,4.22864,0.054,,2014,Primary Transit,Kepler-208,,,1.03,
Kepler-208 c,7.466623,0.079,,2014,Primary Transit,Kepler-208,,,1.03,
Kepler-208 d,11.131786,0.103,,2014,Primary Transit,Kepler-208,,,1.03,
Kepler-208 e,16.259458,0.132,,2014,Primary Transit,Kepler-208,,,1.03,
Kepler-209 b,16.087845,0.122,,2014,Primary Transit,Kepler-209,,0.008,,
Kepler-209 c,41.749882,0.231,,2014,Primary Transit,Kepler-209,,0.008,,
Kepler-21 b,2.78578,0.0427172,0.02,2011,Primary Transit,Kepler-21,108,-0.15,1.34,F6IV
Kepler-210 b,2.4532,0.01421,0.44,2014,Primary Transit,Kepler-210,,,0.63,K
Kepler-210 c,7.9725,0.037,0.5,2014,Primary Transit,Kepler-210,,,0.63,K
Kepler-211 b,4.138575,0.048,,2014,Primary Transit,Kepler-211,,0.106,0.97,
Kepler-211 c,6.04045,0.062,,2014,Primary Transit,Kepler-211,,0.106,0.97,
Kepler-212 b,16.257582,0.133,,2014,Primary Transit,Kepler-212,,,1.16,
Kepler-212 c,31.805174,0.207,,2014,Primary Transit,Kepler-212,,,1.16,
Kepler-213 b,2.46236,0.036,,2014,Primary Transit,Kepler-213,,-0.051,0.94,
Kepler-213 c,4.822962,0.057,,2014,Primary Transit,Kepler-213,,-0.051,0.94,
Kepler-214 b,15.660544,0.13,,2014,Primary Transit,Kepler-214,,-0.359,,
Kepler-214 c,28.7798,0.194,,2014,Primary Transit,Kepler-214,,-0.359,,
Kepler-215 b,9.360672,0.084,,2014,Primary Transit,Kepler-215,,-0.618,0.77,
Kepler-215 c,14.667108,0.113,,2014,Primary Transit,Kepler-215,,-0.618,0.77,
Kepler-215 d,30.864423,0.185,,2014,Primary Transit,Kepler-215,,-0.618,0.77,
Kepler-215 e,68.16101,0.314,,2014,Primary Transit,Kepler-215,,-0.618,0.77,
Kepler-216 b,7.693641,0.079,,2014,Primary Transit,Kepler-216,,-0.183,,
Kepler-216 c,17.406669,0.136,,2014,Primary Transit,Kepler-216,,-0.183,,
Kepler-217 b,5.374943,0.065,,2014,Primary Transit,Kepler-217,,,,
Kepler-217 c,8.586004,0.089,,2014,Primary Transit,Kepler-217,,,,
Kepler-217 d,3.88689525,,,2016,Primary Transit,Kepler-217,,,,
Kepler-218 b,3.619337,0.046,,2014,Primary Transit,Kepler-218,,0.194,,
Kepler-218 c,44.699576,0.248,,2014,Primary Transit,Kepler-218,,0.194,,
Kepler-218 d,124.5244647,,,2016,Primary Transit,Kepler-218,,0.194,,
Kepler-219 b,4.585512,0.057,,2014,Primary Transit,Kepler-219,,0.02,,
Kepler-219 c,22.714613,0.165,,2014,Primary Transit,Kepler-219,,0.02,,
Kepler-219 d,47.903645,0.272,,2014,Primary Transit,Kepler-219,,0.02,,
Kepler-22 b,289.8623,0.849,,2011,Primary Transit,Kepler-22,190,-0.29,0.97,G5
Kepler-220 b,4.159807,0.046,,2014,Primary Transit,Kepler-220,,,,
Kepler-220 c,9.034199,0.076,,2014,Primary Transit,Kepler-220,,,,
Kepler-220 d,28.122397,0.163,,2014,Primary Transit,Kepler-220,,,,
Kepler-220 e,45.902733,0.226,,2014,Primary Transit,Kepler-220,,,,
Kepler-221 b,2.795906,0.037,,2014,Primary Transit,Kepler-221,,-0.413,0.72,
Kepler-221 c,5.690586,0.059,,2014,Primary Transit,Kepler-221,,-0.413,0.72,
Kepler-221 d,10.04156,0.087,,2014,Primary Transit,Kepler-221,,-0.413,0.72,
Kepler-221 e,18.369917,0.13,,2014,Primary Transit,Kepler-221,,-0.413,0.72,
Kepler-222 b,3.936981,0.048,,2014,Primary Transit,Kepler-222,,0.15,,
Kepler-222 c,10.08881,0.091,,2014,Primary Transit,Kepler-222,,0.15,,
Kepler-222 d,28.081912,0.18,,2014,Primary Transit,Kepler-222,,0.15,,
Kepler-223 b,7.384108,0.073,,2014,Primary Transit,Kepler-223,,-0.211,,
Kepler-223 c,9.848183,0.088,,2014,Primary Transit,Kepler-223,,-0.211,,
Kepler-223 d,14.788759,0.116,,2014,Primary Transit,Kepler-223,,-0.211,,
Kepler-223 e,19.721734,0.14,,2014,Primary Transit,Kepler-223,,-0.211,,
Kepler-224 b,3.132924,0.038,,2014,Primary Transit,Kepler-224,,-0.309,0.74,
Kepler-224 c,5.925003,0.058,,2014,Primary Transit,Kepler-224,,-0.309,0.74,
Kepler-224 d,11.349393,0.089,,2014,Primary Transit,Kepler-224,,-0.309,0.74,
Kepler-224 e,18.643577,0.124,,2014,Primary Transit,Kepler-224,,-0.309,0.74,
Kepler-225 b,6.738975,0.056,,2014,Primary Transit,Kepler-225,,-0.185,,
Kepler-225 c,18.794234,0.111,,2014,Primary Transit,Kepler-225,,-0.185,,
Kepler-226 b,3.940997,0.047,,2014,Primary Transit,Kepler-226,,-0.145,0.86,
Kepler-226 c,5.349555,0.058,,2014,Primary Transit,Kepler-226,,-0.145,0.86,
Kepler-226 d,8.109044,0.076,,2014,Primary Transit,Kepler-226,,-0.145,0.86,
Kepler-227 b,9.488015,0.09,,2014,Primary Transit,Kepler-227,,0.136,,
Kepler-227 c,54.418694,0.29,,2014,Primary Transit,Kepler-227,,0.136,,
Kepler-228 b,2.566546,0.038,,2014,Primary Transit,Kepler-228,,-0.067,,
Kepler-228 c,4.134444,0.052,,2014,Primary Transit,Kepler-228,,-0.067,,
Kepler-228 d,11.094286,0.101,,2014,Primary Transit,Kepler-228,,-0.067,,
Kepler-229 b,6.252972,0.062,,2014,Primary Transit,Kepler-229,,-0.109,,
Kepler-229 c,16.068638,0.117,,2014,Primary Transit,Kepler-229,,-0.109,,
Kepler-229 d,41.194912,0.22,,2014,Primary Transit,Kepler-229,,-0.109,,
Kepler-23 b,7.106995,0.075,0.06,2012,Primary Transit,Kepler-23,,,1.11,
Kepler-23 c,10.742434,0.099,0.02,2012,Primary Transit,Kepler-23,,,1.11,
Kepler-23 d,15.27429,0.124,0.08,2014,Primary Transit,Kepler-23,,,1.11,
Kepler-230 b,32.625555,0.191,,2014,Primary Transit,Kepler-230,,-0.291,,
Kepler-230 c,91.773242,0.38,,2014,Primary Transit,Kepler-230,,-0.291,,
Kepler-231 b,10.065275,0.074,,2014,Primary Transit,Kepler-231,,-0.011,0.58,
Kepler-231 c,19.271566,0.114,,2014,Primary Transit,Kepler-231,,-0.011,0.58,
Kepler-232 b,4.431222,0.054,,2014,Primary Transit,Kepler-232,,0.083,,
Kepler-232 c,11.379349,0.101,,2014,Primary Transit,Kepler-232,,0.083,,
Kepler-233 b,8.472382,0.077,,2014,Primary Transit,Kepler-233,,-0.067,,
Kepler-233 c,60.418955,0.287,,2014,Primary Transit,Kepler-233,,-0.067,,
Kepler-234 b,2.711506,0.04,,2014,Primary Transit,Kepler-234,,0.075,,
Kepler-234 c,7.21205,0.077,,2014,Primary Transit,Kepler-234,,0.075,,
Kepler-235 b,3.340222,0.037,,2014,Primary Transit,Kepler-235,,0.087,0.59,
Kepler-235 c,7.824904,0.065,,2014,Primary Transit,Kepler-235,,0.087,0.59,
Kepler-235 d,20.060548,0.122,,2014,Primary Transit,Kepler-235,,0.087,0.59,
Kepler-235 e,46.183669,0.213,,2014,Primary Transit,Kepler-235,,0.087,0.59,
Kepler-236 b,8.295611,0.065,,2014,Primary Transit,Kepler-236,,0.119,0.56,
Kepler-236 c,23.968127,0.132,,2014,Primary Transit,Kepler-236,,0.119,0.56,
Kepler-237 b,4.715106,0.05,,2014,Primary Transit,Kepler-237,,-0.077,0.7,
Kepler-237 c,8.103636,0.071,,2014,Primary Transit,Kepler-237,,-0.077,0.7,
Kepler-238 b,2.090876,0.034,,2014,Primary Transit,Kepler-238,,0.143,1.43,
Kepler-238 c,6.155557,0.069,,2014,Primary Transit,Kepler-238,,0.143,1.43,
Kepler-238 d,13.233549,0.115,,2014,Primary Transit,Kepler-238,,0.143,1.43,
Kepler-238 e,23.654,,,2013,Primary Transit,Kepler-238,,0.143,1.43,
Kepler-238 f,50.447,,,2013,Primary Transit,Kepler-238,,0.143,1.43,
Kepler-239 b,11.763051,0.095,,2014,Primary Transit,Kepler-239,,-0.016,0.74,
Kepler-239 c,56.228098,0.268,,2014,Primary Transit,Kepler-239,,-0.016,0.74,
Kepler-24 b,8.1453,0.08,,2012,Primary Transit,Kepler-24,,,1.03,
Kepler-24 c,12.3335,0.106,,2012,Primary Transit,Kepler-24,,,1.03,
Kepler-240 b,4.144495,0.048,,2014,Primary Transit,Kepler-240,,0.089,,
Kepler-240 c,7.953528,0.074,,2014,Primary Transit,Kepler-240,,0.089,,
Kepler-241 b,12.718092,0.094,,2014,Primary Transit,Kepler-241,,-0.243,,
Kepler-241 c,36.065978,0.189,,2014,Primary Transit,Kepler-241,,-0.243,,
Kepler-242 b,8.20395,0.075,,2014,Primary Transit,Kepler-242,,0.103,,
Kepler-242 c,14.496481,0.109,,2014,Primary Transit,Kepler-242,,0.103,,
Kepler-243 b,5.715442,0.062,,2014,Primary Transit,Kepler-243,,0.241,0.89,
Kepler-243 c,20.026218,0.142,,2014,Primary Transit,Kepler-243,,0.241,0.89,
Kepler-244 b,4.311792,0.05,,2014,Primary Transit,Kepler-244,,-0.191,,
Kepler-244 c,9.767292,0.087,,2014,Primary Transit,Kepler-244,,-0.191,,
Kepler-244 d,20.050401,0.14,,2014,Primary Transit,Kepler-244,,-0.191,,
Kepler-245 b,7.49019,0.071,,2014,Primary Transit,Kepler-245,,-0.028,0.8,
Kepler-245 c,17.460812,0.124,,2014,Primary Transit,Kepler-245,,-0.028,0.8,
Kepler-245 d,36.277108,0.202,,2014,Primary Transit,Kepler-245,,-0.028,0.8,
Kepler-245 e,3.21982106,,,2016,Primary Transit,Kepler-245,,-0.028,0.8,
Kepler-246 b,4.60182,0.052,,2014,Primary Transit,Kepler-246,,0.143,0.86,
Kepler-246 c,11.187161,0.095,,2014,Primary Transit,Kepler-246,,0.143,0.86,
Kepler-247 b,3.33616,0.042,,2014,Primary Transit,Kepler-247,,0.21,0.884,
Kepler-247 c,9.439452,0.084,,2014,Primary Transit,Kepler-247,,0.21,0.884,
Kepler-247 d,20.477912,0.14,,2014,Primary Transit,Kepler-247,,0.21,0.884,
Kepler-248 b,6.308205,0.066,,2014,Primary Transit,Kepler-248,,0.171,,
Kepler-248 c,16.239494,0.123,,2014,Primary Transit,Kepler-248,,0.171,,
Kepler-249 b,3.306539,0.035,,2014,Primary Transit,Kepler-249,,0.221,,
Kepler-249 c,7.113702,0.058,,2014,Primary Transit,Kepler-249,,0.221,,
Kepler-249 d,15.368459,0.097,,2014,Primary Transit,Kepler-249,,0.221,,
Kepler-25 b,6.2385369,0.068,0.05,2012,Primary Transit,Kepler-25,,0.01,1.22,
Kepler-25 c,12.7203678,0.11,0.01,2012,Primary Transit,Kepler-25,,0.01,1.22,
Kepler-25 d,123,,,2014,Radial Velocity,Kepler-25,,0.01,1.22,
Kepler-250 b,4.148141,0.048,,2014,Primary Transit,Kepler-250,,0.063,0.8,
Kepler-250 c,7.156804,0.069,,2014,Primary Transit,Kepler-250,,0.063,0.8,
Kepler-250 d,17.648312,0.127,,2014,Primary Transit,Kepler-250,,0.063,0.8,
Kepler-251 b,4.790936,0.053,,2014,Primary Transit,Kepler-251,,-0.156,0.91,
Kepler-251 c,16.514043,0.122,,2014,Primary Transit,Kepler-251,,-0.156,0.91,
Kepler-251 d,30.133001,0.182,,2014,Primary Transit,Kepler-251,,-0.156,0.91,
Kepler-251 e,99.640161,0.404,,2014,Primary Transit,Kepler-251,,-0.156,0.91,
Kepler-252 b,6.668391,0.058,,2014,Primary Transit,Kepler-252,,-0.67,0.52,
Kepler-252 c,10.848463,0.08,,2014,Primary Transit,Kepler-252,,-0.67,0.52,
Kepler-253 b,3.783986,0.046,,2014,Primary Transit,Kepler-253,,0.052,,
Kepler-253 c,10.281951,0.089,,2014,Primary Transit,Kepler-253,,0.052,,
Kepler-253 d,18.119869,0.13,,2014,Primary Transit,Kepler-253,,0.052,,
Kepler-254 b,5.826662,0.064,,2014,Primary Transit,Kepler-254,,-0.191,,
Kepler-254 c,12.412183,0.105,,2014,Primary Transit,Kepler-254,,-0.191,,
Kepler-254 d,18.746477,0.139,,2014,Primary Transit,Kepler-254,,-0.191,,
Kepler-255 b,5.714606,0.063,,2014,Primary Transit,Kepler-255,,0.212,0.97,
Kepler-255 c,9.946047,0.092,,2014,Primary Transit,Kepler-255,,0.212,0.97,
Kepler-255 d,1.04562266,,,2016,Primary Transit,Kepler-255,,0.212,0.97,
Kepler-256 b,1.620493,0.027,,2014,Primary Transit,Kepler-256,,0.061,1.02,
Kepler-256 c,3.38802,0.045,,2014,Primary Transit,Kepler-256,,0.061,1.02,
Kepler-256 d,5.839172,0.064,,2014,Primary Transit,Kepler-256,,0.061,1.02,
Kepler-256 e,10.681572,0.096,,2014,Primary Transit,Kepler-256,,0.061,1.02,
Kepler-257 b,2.382667,0.034,,2014,Primary Transit,Kepler-257,,0.315,,
Kepler-257 c,6.581484,0.066,,2014,Primary Transit,Kepler-257,,0.315,,
Kepler-257 d,24.664551,0.16,,2014,Primary Transit,Kepler-257,,0.315,,
Kepler-258 b,13.19722,0.103,,2014,Primary Transit,Kepler-258,,0.415,0.8,
Kepler-258 c,33.653079,0.193,,2014,Primary Transit,Kepler-258,,0.415,0.8,
Kepler-259 b,8.115317,0.079,,2014,Primary Transit,Kepler-259,,-0.165,,
Kepler-259 c,36.924931,0.217,,2014,Primary Transit,Kepler-259,,-0.165,,
Kepler-26 b,12.2829,0.085,,2012,Primary Transit,Kepler-26,,-0.21,0.65,
Kepler-26 c,17.2513,0.107,,2012,Primary Transit,Kepler-26,,-0.21,0.65,
Kepler-26 e,46.827915,0.22,,2014,Primary Transit,Kepler-26,,-0.21,0.65,
Kepler-260 b,8.187399,0.075,,2014,Primary Transit,Kepler-260,,-0.034,0.88,
Kepler-260 c,76.050178,0.332,,2014,Primary Transit,Kepler-260,,-0.034,0.88,
Kepler-261 b,10.381227,0.088,,2014,Primary Transit,Kepler-261,,0.14,0.87,
Kepler-261 c,24.570858,0.156,,2014,Primary Transit,Kepler-261,,0.14,0.87,
Kepler-262 b,13.060855,0.108,,2014,Primary Transit,Kepler-262,,-0.115,,
Kepler-262 c,21.853722,0.152,,2014,Primary Transit,Kepler-262,,-0.115,,
Kepler-263 b,16.568087,0.12,,2014,Primary Transit,Kepler-263,,-0.11,,
Kepler-263 c,47.332773,0.242,,2014,Primary Transit,Kepler-263,,-0.11,,
Kepler-264 b,40.806231,0.249,,2014,Primary Transit,Kepler-264,,-0.19,1.32,
Kepler-264 c,140.101261,0.566,,2014,Primary Transit,Kepler-264,,-0.19,1.32,
Kepler-265 b,6.846262,0.069,,2014,Primary Transit,Kepler-265,,-0.311,1.03,
Kepler-265 c,17.028937,0.127,,2014,Primary Transit,Kepler-265,,-0.311,1.03,
Kepler-265 d,43.130617,0.236,,2014,Primary Transit,Kepler-265,,-0.311,1.03,
Kepler-265 e,67.831024,0.319,,2014,Primary Transit,Kepler-265,,-0.311,1.03,
Kepler-266 b,6.61833,0.071,,2014,Primary Transit,Kepler-266,,0.106,0.99,
Kepler-266 c,107.723601,0.457,,2014,Primary Transit,Kepler-266,,0.106,0.99,
Kepler-267 b,3.353728,0.037,,2014,Primary Transit,Kepler-267,,0.028,0.56,
Kepler-267 c,6.87745,0.06,,2014,Primary Transit,Kepler-267,,0.028,0.56,
Kepler-267 d,28.464515,0.154,,2014,Primary Transit,Kepler-267,,0.028,0.56,
Kepler-268 b,25.934138,0.18,,2014,Primary Transit,Kepler-268,,-0.114,,
Kepler-268 c,83.446393,0.391,,2014,Primary Transit,Kepler-268,,-0.114,,
Kepler-269 b,5.326718,0.061,,2014,Primary Transit,Kepler-269,,0.02,0.98,
Kepler-269 c,8.127899,0.081,,2014,Primary Transit,Kepler-269,,0.02,0.98,
Kepler-27 b,15.3348,0.118,,2012,Primary Transit,Kepler-27,,0.41,0.65,
Kepler-27 c,31.3309,0.191,,2012,Primary Transit,Kepler-27,,0.41,0.65,
Kepler-270 b,11.476094,0.107,,2014,Primary Transit,Kepler-270,,-0.151,,
Kepler-270 c,25.262887,0.18,,2014,Primary Transit,Kepler-270,,-0.151,,
Kepler-271 b,5.217738,0.056,,2014,Primary Transit,Kepler-271,,-0.951,,
Kepler-271 c,7.410935,0.071,,2014,Primary Transit,Kepler-271,,-0.951,,
Kepler-271 d,5.24972541,,,2016,Primary Transit,Kepler-271,,-0.951,,
Kepler-272 b,2.971353,0.038,,2014,Primary Transit,Kepler-272,,-0.161,0.79,
Kepler-272 c,6.057342,0.061,,2014,Primary Transit,Kepler-272,,-0.161,0.79,
Kepler-272 d,10.937304,0.091,,2014,Primary Transit,Kepler-272,,-0.161,0.79,
Kepler-273 b,2.936532,0.037,,2014,Primary Transit,Kepler-273,,-0.478,,
Kepler-273 c,8.014927,0.073,,2014,Primary Transit,Kepler-273,,-0.478,,
Kepler-274 b,11.634788,0.101,,2014,Primary Transit,Kepler-274,,-0.188,,
Kepler-274 c,33.197861,0.204,,2014,Primary Transit,Kepler-274,,-0.188,,
Kepler-275 b,10.300682,0.098,,2014,Primary Transit,Kepler-275,,0.184,1.24,
Kepler-275 c,16.088134,0.132,,2014,Primary Transit,Kepler-275,,0.184,1.24,
Kepler-275 d,35.676062,0.224,,2014,Primary Transit,Kepler-275,,0.184,1.24,
Kepler-276 b,14.12841,0.119,,2014,Primary Transit,Kepler-276,,0.012,0.96,
Kepler-276 c,31.884,,,2013,Primary Transit,Kepler-276,,0.012,0.96,
Kepler-276 d,48.648,,,2013,Primary Transit,Kepler-276,,0.012,0.96,
Kepler-277 b,17.324,,,2013,Primary Transit,Kepler-277,,-0.315,1.19,
Kepler-277 c,33.006,,,2013,Primary Transit,Kepler-277,,-0.315,1.19,
Kepler-278 b,30.15856,0.207,0.04,2014,Primary Transit,Kepler-278,,0.422,,
Kepler-278 c,51.0851,0.294,0.51,2014,Primary Transit,Kepler-278,,0.422,,
Kepler-279 b,12.309681,0.112,,2014,Primary Transit,Kepler-279,,-0.57,1.23,
Kepler-279 c,35.736,0.232,,2013,Primary Transit,Kepler-279,,-0.57,1.23,
Kepler-279 d,54.414,0.30728,,2013,Primary Transit,Kepler-279,,-0.57,1.23,
Kepler-28 b,5.9123,0.062,,2012,Primary Transit,Kepler-28,,0.34,0.75,
Kepler-28 c,8.9858,0.081,,2012,Primary Transit,Kepler-28,,0.34,0.75,
Kepler-280 b,2.139542,0.032,,2014,Primary Transit,Kepler-280,,-0.169,0.91,
Kepler-280 c,4.807091,0.056,,2014,Primary Transit,Kepler-280,,-0.169,0.91,
Kepler-281 b,14.646008,0.117,,2014,Primary Transit,Kepler-281,,0.012,0.98,
Kepler-281 c,36.337373,0.215,,2014,Primary Transit,Kepler-281,,0.012,0.98,
Kepler-282 b,9.220524,0.082,,2014,Primary Transit,Kepler-282,,-0.374,1.09,
Kepler-282 c,13.638723,0.106,,2014,Primary Transit,Kepler-282,,-0.374,1.09,
Kepler-282 d,24.806,,,2013,Primary Transit,Kepler-282,,-0.374,1.09,
Kepler-282 e,44.347,,,2013,Primary Transit,Kepler-282,,-0.374,1.09,
Kepler-283 b,11.008151,0.082,,2014,Primary Transit,Kepler-283,,-0.26,,
Kepler-283 c,92.743711,0.341,,2014,Primary Transit,Kepler-283,,-0.26,,
Kepler-284 b,12.699149,0.104,,2014,Primary Transit,Kepler-284,,-0.145,,
Kepler-284 c,37.514456,0.213,,2014,Primary Transit,Kepler-284,,-0.145,,
Kepler-285 b,2.633867,0.036,,2014,Primary Transit,Kepler-285,,-0.063,0.85,
Kepler-285 c,6.186676,0.064,,2014,Primary Transit,Kepler-285,,-0.063,0.85,
Kepler-286 b,1.796302,0.027,,2014,Primary Transit,Kepler-286,,-0.165,,
Kepler-286 c,3.468095,0.042,,2014,Primary Transit,Kepler-286,,-0.165,,
Kepler-286 d,5.914323,0.061,,2014,Primary Transit,Kepler-286,,-0.165,,
Kepler-286 e,29.221289,0.176,,2014,Primary Transit,Kepler-286,,-0.165,,
Kepler-287 b,20.342199,0.145,,2014,Primary Transit,Kepler-287,,-0.077,,
Kepler-287 c,44.851896,0.246,,2014,Primary Transit,Kepler-287,,-0.077,,
Kepler-288 b,6.097326,0.065,,2014,Primary Transit,Kepler-288,,-0.219,0.89,
Kepler-288 c,19.305772,0.14,,2014,Primary Transit,Kepler-288,,-0.219,0.89,
Kepler-288 d,56.633742,0.287,,2014,Primary Transit,Kepler-288,,-0.219,0.89,
Kepler-289 b,34.545,0.21,0.024,2014,Primary Transit,Kepler-289,700,0.05,1.08,
Kepler-289 c,66.0634,0.33,0.0115,2014,Primary Transit,Kepler-289,700,0.05,1.08,
Kepler-289 d,125.8518,0.51,0.0033,2014,Primary Transit,Kepler-289,700,0.05,1.08,
Kepler-29 b,10.3376,0.09,,2012,Primary Transit,Kepler-29,,0,1,
Kepler-29 c,13.2907,0.11,,2012,Primary Transit,Kepler-29,,0,1,
Kepler-290 b,14.589347,0.11,,2014,Primary Transit,Kepler-290,,-0.061,,
Kepler-290 c,36.77031,0.205,,2014,Primary Transit,Kepler-290,,-0.061,,
Kepler-291 b,3.546511,0.047,,2014,Primary Transit,Kepler-291,,0.07,1.03,
Kepler-291 c,5.700786,0.065,,2014,Primary Transit,Kepler-291,,0.07,1.03,
Kepler-292 b,2.580827,0.035,,2014,Primary Transit,Kepler-292,,0.077,0.88,
Kepler-292 c,3.715335,0.045,,2014,Primary Transit,Kepler-292,,0.077,0.88,
Kepler-292 d,7.055679,0.068,,2014,Primary Transit,Kepler-292,,0.077,0.88,
Kepler-292 e,11.97901,0.097,,2014,Primary Transit,Kepler-292,,0.077,0.88,
Kepler-292 f,20.834237,0.141,,2014,Primary Transit,Kepler-292,,0.077,0.88,
Kepler-293 b,19.254196,0.144,,2014,Primary Transit,Kepler-293,,0.134,1.01,
Kepler-293 c,54.155743,0.286,,2014,Primary Transit,Kepler-293,,0.134,1.01,
Kepler-294 b,3.701212,0.048,,2014,Primary Transit,Kepler-294,,-0.001,,
Kepler-294 c,6.6264,0.071,,2014,Primary Transit,Kepler-294,,-0.001,,
Kepler-295 b,12.645164,0.099,,2014,Primary Transit,Kepler-295,,-0.332,,
Kepler-295 c,21.526258,0.142,,2014,Primary Transit,Kepler-295,,-0.332,,
Kepler-295 d,33.884054,0.192,,2014,Primary Transit,Kepler-295,,-0.332,,
Kepler-296 b,3.621457,0.039,,2014,Primary Transit,Kepler-296,,0.168,,
Kepler-296 c,5.841648,0.054,,2014,Primary Transit,Kepler-296,,0.168,,
Kepler-296 d,19.850242,0.122,,2014,Primary Transit,Kepler-296,,0.168,,
Kepler-296 e,34.142347,0.174,,2014,Primary Transit,Kepler-296,,0.168,,
Kepler-296 f,63.335879,0.263,,2014,Primary Transit,Kepler-296,,0.168,,
Kepler-297 b,38.871826,0.217,,2014,Primary Transit,Kepler-297,,-0.12,,
Kepler-297 c,74.920137,0.336,,2014,Primary Transit,Kepler-297,,-0.12,,
Kepler-298 b,10.475464,0.08,,2014,Primary Transit,Kepler-298,,-0.121,0.65,
Kepler-298 c,22.92881,0.136,,2014,Primary Transit,Kepler-298,,-0.121,0.65,
Kepler-298 d,77.473633,0.305,,2014,Primary Transit,Kepler-298,,-0.121,0.65,
Kepler-299 b,2.927128,0.04,,2014,Primary Transit,Kepler-299,,-0.052,0.97,
Kepler-299 c,6.885875,0.07,,2014,Primary Transit,Kepler-299,,-0.052,0.97,
Kepler-299 d,15.054786,0.118,,2014,Primary Transit,Kepler-299,,-0.052,0.97,
Kepler-299 e,38.285489,0.22,,2014,Primary Transit,Kepler-299,,-0.052,0.97,
Kepler-30 b,29.334,0.18,,2012,Primary Transit,Kepler-30,,0.18,0.99,
Kepler-30 c,60.3231,0.3,,2012,Primary Transit,Kepler-30,,0.18,0.99,
Kepler-30 d,143.343,0.5,,2012,Primary Transit,Kepler-30,,0.18,0.99,
Kepler-300 b,10.446347,0.094,,2014,Primary Transit,Kepler-300,,-0.238,0.94,
Kepler-300 c,40.714955,0.232,,2014,Primary Transit,Kepler-300,,-0.238,0.94,
Kepler-301 b,2.508553,0.036,,2014,Primary Transit,Kepler-301,,-0.178,0.91,
